231;2059990;2380000;NULL;NULL;Lenovo;Core i7;NULL;IdeaPad;Intel Core i7;16GB;512GB SSD
232;3499990;4000000;NULL;NULL;HP;NULL;NULL;Victus;Intel Core i7;8GB;1TB SSD
233;1479990;1700000;NULL;NULL;ASUS;NULL;NULL;ExpertBook;Intel Core i5;NULL;NULL
234;3999990;4499990;NULL;NULL;Apple;M3;NULL;MacBook;Apple M3;NULL;NULL
235;1119990;1430000;NULL;NULL;Dell;NULL;8GB-512GB SSD;Vostro;Intel Core i3;8GB;512GB SSD
236;4899990;4999990;NULL;NULL;Apple;M4;NULL;MacBook;NULL;NULL;NULL
237;2959990;3050000;NULL;NULL;Acer;Core i7;16GB-512GB SSD;V Series;Intel Core i7;8GB;512GB SSD
238;3009990;3300000;NULL;NULL;Acer;NULL;16GB-512GB SSD;Nitro;AMD Ryzen 7;16GB;512GB SSD
239;3469990;3700000;NULL;NULL;HP;Ultra 9;NULL;OmniBook;NULL;32GB;1TB SSD
240;3449990;3800000;NULL;NULL;HP;Ultra 7;16GB-512GB SSD;Other;Intel Core Ultra 7;16GB;512GB SSD
241;1479990;1650000;NULL;NULL;Dell;NULL;8GB-512GB SSD;Other;NULL;8GB;512GB SSD
242;2009990;2499990;NULL;NULL;HP;Ryzen 7;NULL;Other;AMD Ryzen 7;16GB;1TB SSD
243;1569990;1999990;NULL;NULL;HP;Ryzen 5;NULL;Other;AMD Ryzen 5;16GB;512GB SSD
244;1599990;2199990;3;1;HP;Core i5;NULL;Other;Intel Core i5;8GB;512GB SSD
